gate_type,delay_ps,tpHL_ps,tpLH_ps,power_mW,pdp,vdd,temp,cload,deck_file,output_file,static_input,static_state,switching_input,width_inv,width_n,width_n1,width_n2,width_n3,width_n4,width_p,width_p1,width_p2,width_p3,width_p4
nand2,169.6351,46.6003,169.6351,0.005092,0.863782,1.731,30.6,11.37,spice/generated/nand2_0037.cir,spice/outputs/nand2_0037_output.txt,a,1,b,,,1.825,1.856,,,,0.515,0.613,,
nand2,159.6803,55.7025,159.6803,0.00733,1.170457,1.75,-15.6,17.35,spice/generated/nand2_0038.cir,spice/outputs/nand2_0038_output.txt,a,1,b,,,1.848,1.694,,,,0.691,0.962,,
nand2,196.4023,65.9123,196.4023,0.003819,0.75006,1.526,1.2,12.79,spice/generated/nand2_0039.cir,spice/outputs/nand2_0039_output.txt,b,1,a,,,1.826,1.11,,,,0.654,1.67,,
nand2,45.0635,36.2537,45.0635,0.003997,0.180119,1.955,-0.9,4.41,spice/generated/nand2_0040.cir,spice/outputs/nand2_0040_output.txt,a,1,b,,,0.766,1.118,,,,0.744,1.7,,
nand2,85.8317,85.8317,75.437,0.00768,0.659187,1.869,27.9,14.32,spice/generated/nand2_0041.cir,spice/outputs/nand2_0041_output.txt,a,1,b,,,0.872,0.739,,,,1.505,1.603,,
nand2,116.7909,74.4965,116.7909,0.007756,0.90583,1.923,101.7,16.11,spice/generated/nand2_0042.cir,spice/outputs/nand2_0042_output.txt,b,1,a,,,1.19,0.958,,,,0.834,1.725,,
nand2,99.0978,69.9334,99.0978,0.002892,0.286591,1.534,68.9,7.67,spice/generated/nand2_0043.cir,spice/outputs/nand2_0043_output.txt,a,1,b,,,0.604,1.66,,,,1.098,0.918,,
nand2,163.817,68.7891,163.817,0.005704,0.934412,1.808,99.2,12.03,spice/generated/nand2_0044.cir,spice/outputs/nand2_0044_output.txt,a,1,b,,,1.816,0.892,,,,0.997,0.541,,
nand2,65.4405,45.7867,65.4405,0.001393,0.091159,1.423,58.4,3.2,spice/generated/nand2_0045.cir,spice/outputs/nand2_0045_output.txt,b,1,a,,,1.155,1.976,,,,1.019,1.68,,
nand2,227.9165,75.2902,227.9165,0.004388,1.000098,1.553,76.9,15.1,spice/generated/nand2_0046.cir,spice/outputs/nand2_0046_output.txt,b,1,a,,,1.308,1.579,,,,0.503,1.888,,
nand2,154.2326,67.1319,154.2326,0.005234,0.807253,1.619,-28.5,14.68,spice/generated/nand2_0047.cir,spice/outputs/nand2_0047_output.txt,a,1,b,,,0.971,1.772,,,,1.496,0.995,,
nand2,88.867,88.867,83.6248,0.00619,0.550087,1.704,70.0,13.63,spice/generated/nand2_0048.cir,spice/outputs/nand2_0048_output.txt,a,1,b,,,1.332,0.788,,,,0.989,1.546,,
nand2,71.7207,71.1818,71.7207,0.004051,0.290541,1.806,109.0,6.45,spice/generated/nand2_0049.cir,spice/outputs/nand2_0049_output.txt,a,1,b,,,1.322,0.501,,,,1.423,0.951,,
nand2,110.1605,60.8568,110.1605,0.007449,0.820586,1.871,60.1,16.08,spice/generated/nand2_0050.cir,spice/outputs/nand2_0050_output.txt,b,1,a,,,1.513,1.267,,,,0.983,1.163,,
nand2,58.5059,40.3373,58.5059,0.003835,0.22437,1.795,6.8,5.46,spice/generated/nand2_0051.cir,spice/outputs/nand2_0051_output.txt,a,1,b,,,0.64,1.928,,,,1.496,1.429,,
nand2,80.8411,36.0674,80.8411,0.001653,0.13363,1.535,-7.1,2.38,spice/generated/nand2_0052.cir,spice/outputs/nand2_0052_output.txt,a,1,b,,,1.213,1.775,,,,0.537,0.867,,
nand2,74.9858,74.9858,68.002,0.007873,0.590363,1.932,55.0,14.06,spice/generated/nand2_0053.cir,spice/outputs/nand2_0053_output.txt,b,1,a,,,1.099,0.721,,,,1.578,1.076,,
nand2,85.8332,67.4145,85.8332,0.008931,0.766576,1.867,-3.9,18.43,spice/generated/nand2_0054.cir,spice/outputs/nand2_0054_output.txt,b,1,a,,,1.197,1.336,,,,1.706,1.544,,
nand2,86.6952,71.9854,86.6952,0.007807,0.676829,1.674,92.2,17.94,spice/generated/nand2_0055.cir,spice/outputs/nand2_0055_output.txt,a,1,b,,,1.393,1.925,,,,1.501,1.982,,
nand2,50.5807,48.2877,50.5807,0.004812,0.243394,1.898,50.4,5.7,spice/generated/nand2_0056.cir,spice/outputs/nand2_0056_output.txt,a,1,b,,,1.212,0.889,,,,1.846,1.615,,
nand2,69.2943,52.6085,69.2943,0.003805,0.263665,1.859,46.0,6.16,spice/generated/nand2_0057.cir,spice/outputs/nand2_0057_output.txt,a,1,b,,,0.616,0.929,,,,1.44,0.912,,
nand2,76.5412,56.0615,76.5412,0.005341,0.408807,1.936,-26.7,8.88,spice/generated/nand2_0058.cir,spice/outputs/nand2_0058_output.txt,a,1,b,,,0.729,0.821,,,,0.726,1.075,,
nand2,119.7952,60.458,119.7952,0.00638,0.764293,1.726,28.6,14.21,spice/generated/nand2_0059.cir,spice/outputs/nand2_0059_output.txt,a,1,b,,,1.857,1.376,,,,0.81,1.13,,
nand2,96.6898,50.8147,96.6898,0.004646,0.449221,1.686,115.6,11.23,spice/generated/nand2_0060.cir,spice/outputs/nand2_0060_output.txt,b,1,a,,,1.837,1.754,,,,0.948,1.085,,
nand2,131.9874,57.6896,131.9874,0.006126,0.808555,1.693,5.0,14.76,spice/generated/nand2_0061.cir,spice/outputs/nand2_0061_output.txt,a,1,b,,,1.503,1.697,,,,1.228,1.083,,
nand2,36.3846,28.8291,36.3846,0.00341,0.124071,1.952,121.8,2.6,spice/generated/nand2_0062.cir,spice/outputs/nand2_0062_output.txt,a,1,b,,,1.388,1.494,,,,1.301,1.86,,
nand2,151.9789,115.0988,151.9789,0.004383,0.666124,1.481,36.2,15.46,spice/generated/nand2_0063.cir,spice/outputs/nand2_0063_output.txt,a,1,b,,,0.817,0.99,,,,0.575,1.069,,
nand2,44.9417,38.3847,44.9417,0.001994,0.089614,1.567,116.9,1.99,spice/generated/nand2_0064.cir,spice/outputs/nand2_0064_output.txt,a,1,b,,,1.205,1.624,,,,1.132,1.752,,
nand2,136.4034,136.4034,104.4227,0.005255,0.7168,1.535,-28.7,16.95,spice/generated/nand2_0065.cir,spice/outputs/nand2_0065_output.txt,b,1,a,,,0.547,0.871,,,,1.936,0.56,,
nand2,124.2165,65.3547,124.2165,0.002713,0.336999,1.543,38.1,8.01,spice/generated/nand2_0066.cir,spice/outputs/nand2_0066_output.txt,b,1,a,,,1.198,0.884,,,,0.672,1.922,,
nand2,112.1124,59.5659,112.1124,0.009284,1.040852,1.867,-13.0,18.25,spice/generated/nand2_0067.cir,spice/outputs/nand2_0067_output.txt,a,1,b,,,1.893,1.364,,,,0.967,1.368,,
nand2,186.4246,97.6747,186.4246,0.00519,0.967544,1.638,78.0,15.68,spice/generated/nand2_0068.cir,spice/outputs/nand2_0068_output.txt,b,1,a,,,1.441,0.653,,,,0.614,1.536,,
nand2,149.5545,74.4715,149.5545,0.006017,0.899869,1.878,53.4,13.3,spice/generated/nand2_0069.cir,spice/outputs/nand2_0069_output.txt,b,1,a,,,1.492,0.603,,,,0.562,1.299,,
nand2,67.135,53.8629,67.135,0.009062,0.608377,1.91,95.7,14.44,spice/generated/nand2_0070.cir,spice/outputs/nand2_0070_output.txt,a,1,b,,,1.453,1.743,,,,0.658,1.941,,
nand2,101.9944,59.3909,101.9944,0.003982,0.406142,1.506,46.1,9.83,spice/generated/nand2_0071.cir,spice/outputs/nand2_0071_output.txt,a,1,b,,,1.879,1.662,,,,1.476,1.424,,
nand2,143.1586,61.756,143.1586,0.004395,0.629182,1.593,0.5,11.83,spice/generated/nand2_0072.cir,spice/outputs/nand2_0072_output.txt,a,1,b,,,1.176,1.626,,,,1.902,0.918,,
nand2,76.3981,62.2847,76.3981,0.003067,0.234313,1.602,41.6,6.31,spice/generated/nand2_0073.cir,spice/outputs/nand2_0073_output.txt,a,1,b,,,1.032,0.888,,,,0.988,1.231,,
nand2,81.2672,43.5123,81.2672,0.003236,0.262981,1.733,45.2,5.57,spice/generated/nand2_0074.cir,spice/outputs/nand2_0074_output.txt,a,1,b,,,1.11,1.333,,,,0.787,0.862,,
nand2,104.3403,44.8357,104.3403,0.00366,0.381885,1.788,41.0,6.82,spice/generated/nand2_0075.cir,spice/outputs/nand2_0075_output.txt,a,1,b,,,0.832,1.538,,,,1.689,0.64,,
nand2,59.1392,46.9372,59.1392,0.00379,0.224138,1.684,47.6,6.15,spice/generated/nand2_0076.cir,spice/outputs/nand2_0076_output.txt,a,1,b,,,0.996,1.554,,,,1.138,1.619,,
nand2,64.0522,47.7214,64.0522,0.003045,0.195039,1.538,79.0,4.64,spice/generated/nand2_0077.cir,spice/outputs/nand2_0077_output.txt,a,1,b,,,1.926,1.535,,,,0.973,1.614,,
nand2,82.57,48.1233,82.57,0.003617,0.298656,1.566,57.3,6.63,spice/generated/nand2_0078.cir,spice/outputs/nand2_0078_output.txt,a,1,b,,,1.971,1.749,,,,1.64,1.395,,
nand2,143.0556,63.5665,143.0556,0.004327,0.619002,1.508,-37.7,14.25,spice/generated/nand2_0079.cir,spice/outputs/nand2_0079_output.txt,b,1,a,,,1.961,1.33,,,,1.301,0.911,,
nand2,88.6012,52.3807,88.6012,0.003402,0.301421,1.783,84.2,7.47,spice/generated/nand2_0080.cir,spice/outputs/nand2_0080_output.txt,b,1,a,,,0.927,1.218,,,,0.654,0.518,,
nand2,163.8634,79.0965,163.8634,0.00417,0.68331,1.551,102.2,14.04,spice/generated/nand2_0081.cir,spice/outputs/nand2_0081_output.txt,b,1,a,,,1.238,1.366,,,,0.671,0.598,,
nand2,128.2779,94.2778,128.2779,0.003597,0.461416,1.49,52.9,12.52,spice/generated/nand2_0082.cir,spice/outputs/nand2_0082_output.txt,b,1,a,,,0.678,1.647,,,,0.956,1.991,,
nand2,62.0449,53.5956,62.0449,0.006678,0.414336,1.865,22.8,11.8,spice/generated/nand2_0083.cir,spice/outputs/nand2_0083_output.txt,b,1,a,,,1.383,1.143,,,,1.863,0.946,,
nand2,43.7146,43.7146,36.7939,0.00253,0.110598,1.766,82.1,3.98,spice/generated/nand2_0084.cir,spice/outputs/nand2_0084_output.txt,b,1,a,,,0.817,1.491,,,,1.921,0.812,,
nand2,68.5929,68.5929,64.3142,0.003951,0.271011,1.731,-14.2,6.47,spice/generated/nand2_0085.cir,spice/outputs/nand2_0085_output.txt,a,1,b,,,1.205,0.549,,,,1.113,1.534,,
nand2,76.113,52.1964,76.113,0.006857,0.521907,1.822,34.9,13.56,spice/generated/nand2_0086.cir,spice/outputs/nand2_0086_output.txt,b,1,a,,,1.682,1.438,,,,1.531,1.886,,
nand2,61.4604,61.4604,54.0801,0.003329,0.204602,1.655,49.9,4.15,spice/generated/nand2_0087.cir,spice/outputs/nand2_0087_output.txt,a,1,b,,,1.74,0.607,,,,1.471,1.863,,
nand2,76.9179,62.8908,76.9179,0.004762,0.366283,1.757,96.0,8.65,spice/generated/nand2_0088.cir,spice/outputs/nand2_0088_output.txt,a,1,b,,,1.203,0.956,,,,1.882,1.159,,
nand2,88.9204,46.2828,88.9204,0.002532,0.225146,1.7,41.5,5.76,spice/generated/nand2_0089.cir,spice/outputs/nand2_0089_output.txt,b,1,a,,,1.148,0.983,,,,0.621,0.56,,
nand2,129.7606,129.7606,91.8963,0.005303,0.68812,1.537,71.3,16.61,spice/generated/nand2_0090.cir,spice/outputs/nand2_0090_output.txt,b,1,a,,,0.531,1.647,,,,1.791,1.381,,
nand2,83.4086,41.7527,83.4086,0.005447,0.454327,1.858,-11.1,9.28,spice/generated/nand2_0091.cir,spice/outputs/nand2_0091_output.txt,a,1,b,,,0.917,1.995,,,,1.278,1.163,,
nand2,73.7795,61.8158,73.7795,0.005525,0.407632,1.981,37.6,8.82,spice/generated/nand2_0092.cir,spice/outputs/nand2_0092_output.txt,a,1,b,,,0.657,0.741,,,,1.113,0.982,,
nand2,71.9619,68.9836,71.9619,0.003437,0.247333,1.573,116.0,7.14,spice/generated/nand2_0093.cir,spice/outputs/nand2_0093_output.txt,a,1,b,,,1.182,0.972,,,,1.72,1.325,,
nand2,81.0744,81.0744,57.9368,0.007097,0.575385,1.919,96.1,10.85,spice/generated/nand2_0094.cir,spice/outputs/nand2_0094_output.txt,a,1,b,,,1.193,0.581,,,,0.502,1.804,,
nand2,125.5128,59.6692,125.5128,0.00602,0.755587,1.775,85.4,14.27,spice/generated/nand2_0095.cir,spice/outputs/nand2_0095_output.txt,b,1,a,,,1.892,1.157,,,,0.805,1.324,,
nand2,111.7948,111.7948,78.567,0.002813,0.314479,1.417,64.0,8.75,spice/generated/nand2_0096.cir,spice/outputs/nand2_0096_output.txt,b,1,a,,,0.966,0.521,,,,1.699,1.565,,
nand2,139.995,58.3758,139.995,0.008404,1.176518,1.995,110.6,14.62,spice/generated/nand2_0097.cir,spice/outputs/nand2_0097_output.txt,a,1,b,,,1.748,1.248,,,,1.192,0.676,,
nand2,94.8038,94.2476,94.8038,0.004613,0.43733,1.649,39.6,12.39,spice/generated/nand2_0098.cir,spice/outputs/nand2_0098_output.txt,b,1,a,,,0.717,0.786,,,,1.208,1.185,,
nand2,117.0694,58.7979,117.0694,0.009012,1.055029,1.918,5.6,16.59,spice/generated/nand2_0099.cir,spice/outputs/nand2_0099_output.txt,a,1,b,,,1.901,1.262,,,,1.685,1.122,,
nand2,69.9753,56.5302,69.9753,0.006478,0.4533,1.836,98.2,10.2,spice/generated/nand2_0100.cir,spice/outputs/nand2_0100_output.txt,a,1,b,,,1.798,1.17,,,,1.37,1.49,,
nand2,85.438,71.0733,85.438,0.004979,0.425396,1.731,49.7,11.86,spice/generated/nand2_0101.cir,spice/outputs/nand2_0101_output.txt,b,1,a,,,0.783,1.546,,,,1.183,0.983,,
nand2,130.6884,63.0535,130.6884,0.009248,1.208606,1.914,27.8,19.78,spice/generated/nand2_0102.cir,spice/outputs/nand2_0102_output.txt,b,1,a,,,1.87,1.072,,,,0.977,1.209,,
nand2,94.9288,43.9665,94.9288,0.004927,0.467714,1.697,-33.9,9.37,spice/generated/nand2_0103.cir,spice/outputs/nand2_0103_output.txt,a,1,b,,,1.805,1.811,,,,1.253,1.385,,
nand2,78.8944,71.0708,78.8944,0.002402,0.189504,1.409,-16.2,6.04,spice/generated/nand2_0104.cir,spice/outputs/nand2_0104_output.txt,a,1,b,,,0.612,1.672,,,,1.806,1.955,,
nand2,84.2875,84.2875,73.6334,0.00749,0.631313,1.79,100.5,14.66,spice/generated/nand2_0105.cir,spice/outputs/nand2_0105_output.txt,a,1,b,,,1.07,0.975,,,,1.779,1.789,,
nand2,95.1987,42.5421,95.1987,0.008925,0.849648,1.923,-34.1,15.19,spice/generated/nand2_0106.cir,spice/outputs/nand2_0106_output.txt,a,1,b,,,1.881,1.996,,,,0.603,1.447,,
nand2,50.0745,26.8396,50.0745,0.002187,0.109513,1.987,85.5,1.55,spice/generated/nand2_0107.cir,spice/outputs/nand2_0107_output.txt,a,1,b,,,0.75,0.949,,,,1.556,0.651,,
nand2,106.45,59.2126,106.45,0.00743,0.790924,1.878,8.4,16.06,spice/generated/nand2_0108.cir,spice/outputs/nand2_0108_output.txt,b,1,a,,,1.297,1.349,,,,1.062,0.718,,
nand2,68.2981,55.5742,68.2981,0.002758,0.188366,1.505,60.6,5.41,spice/generated/nand2_0109.cir,spice/outputs/nand2_0109_output.txt,a,1,b,,,1.247,1.375,,,,1.074,1.525,,
nand2,52.7861,37.8797,52.7861,0.002218,0.11708,1.676,70.0,2.4,spice/generated/nand2_0110.cir,spice/outputs/nand2_0110_output.txt,a,1,b,,,0.931,1.32,,,,1.848,1.198,,
nand2,91.718,77.2415,91.718,0.011351,1.041091,1.993,9.4,19.99,spice/generated/nand2_0111.cir,spice/outputs/nand2_0111_output.txt,a,1,b,,,1.185,0.953,,,,1.943,1.535,,
nand2,194.5117,144.6483,194.5117,0.00463,0.900589,1.464,22.9,16.77,spice/generated/nand2_0112.cir,spice/outputs/nand2_0112_output.txt,a,1,b,,,1.549,0.533,,,,1.038,0.944,,
nand2,88.778,88.778,77.7715,0.00416,0.369316,1.565,53.4,10.44,spice/generated/nand2_0113.cir,spice/outputs/nand2_0113_output.txt,a,1,b,,,0.574,1.41,,,,1.529,1.617,,
nand2,81.6122,81.6122,75.5743,0.007628,0.622538,1.865,-2.0,15.36,spice/generated/nand2_0114.cir,spice/outputs/nand2_0114_output.txt,b,1,a,,,0.785,0.876,,,,1.703,0.829,,
nand2,77.2497,72.4579,77.2497,0.006784,0.524062,1.777,109.1,14.91,spice/generated/nand2_0115.cir,spice/outputs/nand2_0115_output.txt,b,1,a,,,1.161,1.369,,,,1.47,0.963,,
nand2,98.7458,33.5455,98.7458,0.00547,0.54014,1.946,13.9,7.95,spice/generated/nand2_0116.cir,spice/outputs/nand2_0116_output.txt,a,1,b,,,1.68,1.815,,,,1.123,0.801,,
nand2,53.0322,34.1007,53.0322,0.005057,0.268184,1.898,2.4,7.44,spice/generated/nand2_0117.cir,spice/outputs/nand2_0117_output.txt,b,1,a,,,1.71,1.62,,,,1.737,1.223,,
nand2,125.3013,46.8617,125.3013,0.004031,0.50509,1.681,-27.6,8.55,spice/generated/nand2_0118.cir,spice/outputs/nand2_0118_output.txt,a,1,b,,,1.514,1.512,,,,1.631,0.838,,
nand2,135.3428,55.2149,135.3428,0.002149,0.290852,1.454,25.1,5.98,spice/generated/nand2_0119.cir,spice/outputs/nand2_0119_output.txt,a,1,b,,,1.053,1.624,,,,0.897,0.685,,
nand2,104.8075,77.0647,104.8075,0.005416,0.567637,1.893,115.1,11.67,spice/generated/nand2_0120.cir,spice/outputs/nand2_0120_output.txt,b,1,a,,,0.538,1.826,,,,0.663,0.851,,
nand2,40.0196,30.7116,40.0196,0.001703,0.068153,1.789,64.8,1.86,spice/generated/nand2_0121.cir,spice/outputs/nand2_0121_output.txt,b,1,a,,,1.474,0.675,,,,1.196,1.552,,
nand2,97.3211,97.3211,85.7173,0.005177,0.503831,1.583,41.3,13.74,spice/generated/nand2_0122.cir,spice/outputs/nand2_0122_output.txt,a,1,b,,,0.703,1.18,,,,0.646,1.831,,
nand2,104.7698,72.7722,104.7698,0.008543,0.895048,1.752,79.9,18.84,spice/generated/nand2_0123.cir,spice/outputs/nand2_0123_output.txt,a,1,b,,,1.751,1.423,,,,1.828,1.482,,
nand2,122.4692,122.4692,112.1242,0.004313,0.52821,1.42,21.1,14.03,spice/generated/nand2_0124.cir,spice/outputs/nand2_0124_output.txt,a,1,b,,,1.783,0.649,,,,1.165,1.926,,
nand2,66.2722,66.2722,66.1577,0.00225,0.149112,1.436,5.5,5.03,spice/generated/nand2_0125.cir,spice/outputs/nand2_0125_output.txt,b,1,a,,,1.736,0.638,,,,1.952,1.924,,
nand2,89.5649,89.5649,88.0451,0.00351,0.314373,1.43,15.0,11.53,spice/generated/nand2_0126.cir,spice/outputs/nand2_0126_output.txt,b,1,a,,,0.808,1.745,,,,1.983,1.68,,
nand2,88.9957,73.8098,88.9957,0.009691,0.862457,1.888,-1.6,19.7,spice/generated/nand2_0127.cir,spice/outputs/nand2_0127_output.txt,b,1,a,,,1.394,0.916,,,,1.662,1.683,,
nand2,103.8765,103.8765,78.5013,0.00704,0.731291,1.724,91.8,15.98,spice/generated/nand2_0128.cir,spice/outputs/nand2_0128_output.txt,a,1,b,,,0.698,1.037,,,,0.665,1.8,,
nand2,125.1232,115.7855,125.1232,0.002651,0.331702,1.409,3.8,9.52,spice/generated/nand2_0129.cir,spice/outputs/nand2_0129_output.txt,a,1,b,,,0.67,0.595,,,,0.69,1.131,,
nand2,95.9851,95.9851,92.463,0.007319,0.702515,1.708,-22.0,17.47,spice/generated/nand2_0130.cir,spice/outputs/nand2_0130_output.txt,a,1,b,,,0.565,1.675,,,,1.256,1.918,,
nand2,84.1188,61.8597,84.1188,0.004779,0.402004,1.675,119.1,10.32,spice/generated/nand2_0131.cir,spice/outputs/nand2_0131_output.txt,a,1,b,,,1.102,1.529,,,,0.591,1.218,,
nand2,249.0482,78.1177,249.0482,0.003122,0.777528,1.444,-26.7,11.42,spice/generated/nand2_0132.cir,spice/outputs/nand2_0132_output.txt,a,1,b,,,0.913,1.45,,,,1.412,0.599,,
nand2,55.3558,36.8975,55.3558,0.001775,0.098257,1.629,58.6,3.17,spice/generated/nand2_0133.cir,spice/outputs/nand2_0133_output.txt,b,1,a,,,1.145,1.69,,,,0.942,1.258,,
nand2,58.8992,52.0653,58.8992,0.004075,0.240014,1.658,106.5,6.94,spice/generated/nand2_0134.cir,spice/outputs/nand2_0134_output.txt,a,1,b,,,1.098,1.594,,,,1.121,1.741,,
nand2,52.8055,37.2444,52.8055,0.001851,0.097743,1.799,21.8,2.77,spice/generated/nand2_0135.cir,spice/outputs/nand2_0135_output.txt,b,1,a,,,0.601,1.748,,,,0.729,1.884,,
nand2,178.6838,53.8104,178.6838,0.006626,1.183959,1.847,21.5,13.73,spice/generated/nand2_0136.cir,spice/outputs/nand2_0136_output.txt,a,1,b,,,1.935,1.343,,,,0.695,0.59,,
nand2,84.6007,58.6346,84.6007,0.005585,0.472495,1.612,69.8,12.41,spice/generated/nand2_0137.cir,spice/outputs/nand2_0137_output.txt,a,1,b,,,1.582,1.953,,,,1.625,1.802,,
nand2,166.1627,72.7182,166.1627,0.003263,0.542189,1.462,43.7,11.57,spice/generated/nand2_0138.cir,spice/outputs/nand2_0138_output.txt,b,1,a,,,1.771,1.025,,,,0.732,1.223,,
nand2,67.9724,45.4265,67.9724,0.007056,0.479613,1.858,54.7,12.66,spice/generated/nand2_0139.cir,spice/outputs/nand2_0139_output.txt,b,1,a,,,1.962,1.728,,,,1.711,1.768,,
nand2,222.6106,79.3344,222.6106,0.007139,1.589217,1.765,68.5,18.51,spice/generated/nand2_0140.cir,spice/outputs/nand2_0140_output.txt,a,1,b,,,0.91,1.644,,,,1.54,0.543,,
nand2,46.508,46.508,41.9348,0.000888,0.041299,1.404,103.5,1.58,spice/generated/nand2_0141.cir,spice/outputs/nand2_0141_output.txt,b,1,a,,,0.713,1.45,,,,1.349,1.101,,
nand2,136.8189,65.4531,136.8189,0.00413,0.565062,1.626,34.9,12.33,spice/generated/nand2_0142.cir,spice/outputs/nand2_0142_output.txt,b,1,a,,,0.987,1.912,,,,0.736,0.967,,
nand2,193.2843,87.6156,193.2843,0.003706,0.716312,1.493,84.5,12.53,spice/generated/nand2_0143.cir,spice/outputs/nand2_0143_output.txt,a,1,b,,,1.165,1.136,,,,0.575,0.622,,
nand2,97.7604,70.6227,97.7604,0.00391,0.382243,1.564,84.6,10.25,spice/generated/nand2_0144.cir,spice/outputs/nand2_0144_output.txt,a,1,b,,,0.925,1.518,,,,0.671,1.145,,
nand2,131.5513,61.4145,131.5513,0.001413,0.185882,1.427,25.2,3.61,spice/generated/nand2_0145.cir,spice/outputs/nand2_0145_output.txt,a,1,b,,,0.952,0.817,,,,1.399,0.512,,
nand2,82.2438,53.5055,82.2438,0.002532,0.208241,1.574,-20.2,5.37,spice/generated/nand2_0146.cir,spice/outputs/nand2_0146_output.txt,a,1,b,,,0.694,1.299,,,,1.246,1.146,,
nand2,239.2281,66.8705,239.2281,0.003556,0.850695,1.443,102.2,11.94,spice/generated/nand2_0147.cir,spice/outputs/nand2_0147_output.txt,a,1,b,,,1.882,1.793,,,,0.563,0.528,,
nand2,174.5209,53.1614,174.5209,0.005676,0.990581,1.826,28.9,12.74,spice/generated/nand2_0148.cir,spice/outputs/nand2_0148_output.txt,a,1,b,,,0.987,1.702,,,,0.673,0.531,,
nand2,78.5816,71.4054,78.5816,0.002802,0.220186,1.453,99.3,6.9,spice/generated/nand2_0149.cir,spice/outputs/nand2_0149_output.txt,a,1,b,,,1.286,1.094,,,,0.865,1.383,,
nand2,116.2933,116.2933,107.4915,0.005275,0.613447,1.533,88.6,15.75,spice/generated/nand2_0150.cir,spice/outputs/nand2_0150_output.txt,a,1,b,,,1.296,0.791,,,,0.615,1.45,,
nand2,88.732,88.732,61.9892,0.00645,0.572321,1.836,95.1,12.45,spice/generated/nand2_0151.cir,spice/outputs/nand2_0151_output.txt,b,1,a,,,0.72,0.796,,,,1.723,0.854,,
nand2,114.7128,102.7994,114.7128,0.006029,0.691603,1.506,87.5,18.56,spice/generated/nand2_0152.cir,spice/outputs/nand2_0152_output.txt,a,1,b,,,1.64,1.173,,,,1.241,1.632,,
nand2,70.3541,41.7052,70.3541,0.003668,0.258059,1.919,63.5,6.22,spice/generated/nand2_0153.cir,spice/outputs/nand2_0153_output.txt,b,1,a,,,1.163,0.954,,,,0.726,0.602,,
nand2,117.0106,74.8253,117.0106,0.004531,0.530175,1.611,-27.8,13.25,spice/generated/nand2_0154.cir,spice/outputs/nand2_0154_output.txt,b,1,a,,,1.053,0.931,,,,1.193,0.556,,
nand2,76.8565,42.755,76.8565,0.004708,0.36184,1.769,43.7,9.54,spice/generated/nand2_0155.cir,spice/outputs/nand2_0155_output.txt,b,1,a,,,1.688,1.844,,,,1.194,1.331,,
nand2,98.8751,61.1546,98.8751,0.002625,0.259547,1.593,38.5,7.53,spice/generated/nand2_0156.cir,spice/outputs/nand2_0156_output.txt,b,1,a,,,0.655,1.849,,,,0.726,0.593,,
nand2,67.9782,39.4513,67.9782,0.002807,0.190815,1.703,-11.5,4.02,spice/generated/nand2_0157.cir,spice/outputs/nand2_0157_output.txt,a,1,b,,,1.159,1.284,,,,0.872,1.157,,
nand2,54.6531,47.1459,54.6531,0.005474,0.299171,1.951,23.9,7.36,spice/generated/nand2_0158.cir,spice/outputs/nand2_0158_output.txt,a,1,b,,,0.579,1.446,,,,1.662,1.518,,
nand2,123.744,85.5455,123.744,0.005348,0.661783,1.457,71.9,17.59,spice/generated/nand2_0159.cir,spice/outputs/nand2_0159_output.txt,a,1,b,,,1.485,1.86,,,,0.926,1.586,,
nand2,50.5954,45.2564,50.5954,0.001793,0.090718,1.449,69.5,3.45,spice/generated/nand2_0160.cir,spice/outputs/nand2_0160_output.txt,b,1,a,,,1.484,1.493,,,,1.875,0.965,,
nand2,96.4109,64.8992,96.4109,0.005379,0.518594,1.586,22.2,15.04,spice/generated/nand2_0161.cir,spice/outputs/nand2_0161_output.txt,b,1,a,,,1.505,1.743,,,,1.687,1.72,,
nand2,131.3188,107.7304,131.3188,0.007785,1.022317,1.788,29.9,19.01,spice/generated/nand2_0162.cir,spice/outputs/nand2_0162_output.txt,a,1,b,,,0.77,0.821,,,,1.043,1.044,,
nand2,133.8634,68.2531,133.8634,0.003514,0.470396,1.515,125.0,11.26,spice/generated/nand2_0163.cir,spice/outputs/nand2_0163_output.txt,b,1,a,,,1.682,1.262,,,,0.732,0.944,,
nand2,100.9021,100.9021,74.8263,0.006553,0.661211,1.797,104.6,14.16,spice/generated/nand2_0164.cir,spice/outputs/nand2_0164_output.txt,b,1,a,,,0.731,0.771,,,,1.427,1.396,,
nand2,94.5659,53.9592,94.5659,0.008178,0.77336,1.833,-32.8,15.3,spice/generated/nand2_0165.cir,spice/outputs/nand2_0165_output.txt,a,1,b,,,1.954,1.416,,,,1.046,1.579,,
nand2,111.6843,95.1029,111.6843,0.005116,0.571377,1.54,-0.5,13.89,spice/generated/nand2_0166.cir,spice/outputs/nand2_0166_output.txt,a,1,b,,,1.856,0.791,,,,1.948,1.677,,
nand2,130.3223,54.8707,130.3223,0.006004,0.782455,1.677,6.5,16.22,spice/generated/nand2_0167.cir,spice/outputs/nand2_0167_output.txt,b,1,a,,,1.949,1.725,,,,1.073,1.291,,
nand2,79.1049,36.7372,79.1049,0.006113,0.483568,1.924,-31.4,10.8,spice/generated/nand2_0168.cir,spice/outputs/nand2_0168_output.txt,b,1,a,,,1.901,1.567,,,,1.221,1.057,,
