gate_type,delay_ps,tpHL_ps,tpLH_ps,power_mW,pdp,vdd,temp,cload,deck_file,output_file,static_input,static_state,switching_input,width_inv,width_n,width_n1,width_n2,width_n3,width_n4,width_p,width_p1,width_p2,width_p3,width_p4
xor2,57.3413,27.4105,57.3413,0.004056,0.232576,1.939,25.9,2.21,spice/generated/xor2_0006.cir,spice/outputs/xor2_0006_output.txt,a,1,b,0.719,,0.664,1.441,1.688,1.133,,1.996,1.264,0.636,0.571
xor2,126.4413,111.3931,126.4413,0.006552,0.828443,1.717,120.2,9.62,spice/generated/xor2_0007.cir,spice/outputs/xor2_0007_output.txt,a,0,b,1.361,,0.9,1.461,0.667,1.152,,0.517,1.581,1.523,1.305
xor2,303.8277,96.6969,303.8277,0.007223,2.194547,1.705,-22.4,12.38,spice/generated/xor2_0008.cir,spice/outputs/xor2_0008_output.txt,a,0,b,1.125,,0.742,1.93,1.884,1.878,,1.763,1.261,0.798,1.061
xor2,265.0648,112.4867,265.0648,0.005158,1.367204,1.467,19.9,11.12,spice/generated/xor2_0009.cir,spice/outputs/xor2_0009_output.txt,b,0,a,1.485,,0.618,1.598,1.724,1.967,,1.71,0.859,0.861,1.351
xor2,157.2847,61.0517,157.2847,0.008316,1.30798,1.796,116.2,13.76,spice/generated/xor2_0010.cir,spice/outputs/xor2_0010_output.txt,a,1,b,0.665,,1.633,1.535,1.569,1.098,,1.292,1.41,1.947,1.893
xor2,76.5336,76.5336,57.125,0.003963,0.303303,1.94,34.5,1.6,spice/generated/xor2_0011.cir,spice/outputs/xor2_0011_output.txt,a,0,b,0.748,,0.511,1.562,0.588,0.601,,0.596,0.532,1.331,1.383
xor2,168.2489,77.251,168.2489,0.006536,1.099675,1.708,5.9,13.52,spice/generated/xor2_0012.cir,spice/outputs/xor2_0012_output.txt,a,1,b,0.985,,0.864,1.209,1.111,0.641,,1.309,1.585,1.824,1.364
xor2,110.9085,55.1186,110.9085,0.003589,0.398051,1.647,102.5,3.66,spice/generated/xor2_0013.cir,spice/outputs/xor2_0013_output.txt,b,1,a,0.554,,1.701,0.664,0.787,1.304,,1.48,1.469,0.591,1.592
xor2,80.0447,73.3462,80.0447,0.00464,0.371407,1.678,104.3,5.49,spice/generated/xor2_0014.cir,spice/outputs/xor2_0014_output.txt,a,1,b,0.575,,1.311,0.522,0.64,1.63,,1.712,1.784,0.647,1.478
xor2,211.6371,112.9882,211.6371,0.009119,1.929919,1.689,102.7,15.88,spice/generated/xor2_0015.cir,spice/outputs/xor2_0015_output.txt,a,0,b,1.402,,1.678,0.928,1.545,1.596,,0.747,0.503,1.086,1.89
xor2,323.1145,182.2177,323.1145,0.004717,1.524131,1.514,-4.1,10.65,spice/generated/xor2_0016.cir,spice/outputs/xor2_0016_output.txt,b,0,a,0.558,,1.215,1.879,1.297,0.585,,1.604,0.591,0.97,0.575
xor2,235.0775,83.7583,235.0775,0.008592,2.019786,1.757,71.4,18.76,spice/generated/xor2_0017.cir,spice/outputs/xor2_0017_output.txt,b,1,a,0.735,,1.429,1.129,1.376,1.284,,0.68,1.835,0.869,1.392
xor2,192.4412,98.1954,192.4412,0.00331,0.63698,1.543,25.3,5.05,spice/generated/xor2_0018.cir,spice/outputs/xor2_0018_output.txt,a,0,b,1.172,,1.187,1.998,1.994,0.61,,0.95,0.974,1.628,0.609
xor2,137.1448,137.1448,131.0843,0.011239,1.54137,1.96,105.3,16.52,spice/generated/xor2_0019.cir,spice/outputs/xor2_0019_output.txt,a,0,b,1.379,,1.418,1.981,1.481,0.512,,1.054,0.737,1.751,1.555
xor2,203.2013,91.4308,203.2013,0.00821,1.668283,1.963,-17.8,10.28,spice/generated/xor2_0020.cir,spice/outputs/xor2_0020_output.txt,b,0,a,0.615,,1.576,0.805,1.451,0.896,,0.661,1.33,0.909,1.407
xor2,315.5915,157.2589,315.5915,0.009242,2.916697,1.781,96.8,18.96,spice/generated/xor2_0021.cir,spice/outputs/xor2_0021_output.txt,b,0,a,0.544,,1.163,1.559,1.341,0.668,,1.0,0.696,1.97,0.742
xor2,94.5168,94.5168,71.8172,0.00535,0.505665,1.901,56.1,2.95,spice/generated/xor2_0022.cir,spice/outputs/xor2_0022_output.txt,a,0,b,0.648,,1.791,1.848,0.815,0.874,,0.691,0.962,1.848,1.694
xor2,192.365,44.5509,192.365,0.00896,1.72359,1.955,-0.9,14.97,spice/generated/xor2_0023.cir,spice/outputs/xor2_0023_output.txt,b,1,a,0.663,,1.887,1.674,1.118,1.505,,1.7,0.766,1.118,0.769
xor2,372.9083,84.5204,372.9083,0.005042,1.880204,1.496,75.7,13.54,spice/generated/xor2_0024.cir,spice/outputs/xor2_0024_output.txt,a,1,b,0.883,,1.024,1.731,1.807,0.834,,0.558,1.206,0.799,1.878
xor2,212.8135,129.5213,212.8135,0.005839,1.242618,1.567,-28.5,12.03,spice/generated/xor2_0025.cir,spice/outputs/xor2_0025_output.txt,a,0,b,1.273,,0.997,0.541,1.816,0.892,,1.027,1.264,1.519,1.765
xor2,328.7934,119.9078,328.7934,0.005909,1.94284,1.465,31.7,18.59,spice/generated/xor2_0026.cir,spice/outputs/xor2_0026_output.txt,b,1,a,1.229,,1.365,0.882,1.563,0.503,,0.971,1.409,1.267,1.078
xor2,182.7597,72.3111,182.7597,0.006218,1.1364,1.659,116.6,11.53,spice/generated/xor2_0027.cir,spice/outputs/xor2_0027_output.txt,b,1,a,1.421,,1.261,1.5,0.989,1.546,,1.435,1.495,0.687,1.85
xor2,144.6618,59.9578,144.6618,0.0058,0.839038,1.799,22.6,7.12,spice/generated/xor2_0028.cir,spice/outputs/xor2_0028_output.txt,a,1,b,1.248,,0.956,0.815,1.679,1.41,,0.761,1.354,1.109,1.751
xor2,115.6811,83.0075,115.6811,0.006189,0.71595,1.805,44.3,5.46,spice/generated/xor2_0029.cir,spice/outputs/xor2_0029_output.txt,a,0,b,1.294,,1.496,1.429,0.64,1.928,,1.94,1.604,1.488,0.926
xor2,138.417,117.6072,138.417,0.008352,1.156059,1.884,-15.7,8.59,spice/generated/xor2_0030.cir,spice/outputs/xor2_0030_output.txt,b,0,a,0.546,,1.829,1.364,1.578,1.076,,1.976,1.417,1.653,1.183
xor2,82.2283,33.1197,82.2283,0.005089,0.41846,1.936,102.0,3.53,spice/generated/xor2_0031.cir,spice/outputs/xor2_0031_output.txt,a,1,b,1.385,,1.197,1.336,1.876,0.682,,1.668,0.828,1.706,1.544
xor2,89.7749,34.719,89.7749,0.006761,0.606968,1.97,107.1,5.7,spice/generated/xor2_0032.cir,spice/outputs/xor2_0032_output.txt,a,1,b,1.113,,1.846,1.615,1.212,0.889,,1.579,1.257,1.746,1.322
xor2,86.8991,39.6656,86.8991,0.003343,0.290504,1.776,5.3,2.22,spice/generated/xor2_0033.cir,spice/outputs/xor2_0033_output.txt,a,1,b,0.577,,0.708,0.847,1.541,1.56,,0.929,0.908,0.98,1.31
xor2,136.562,45.4341,136.562,0.005252,0.717224,1.726,28.6,7.68,spice/generated/xor2_0034.cir,spice/outputs/xor2_0034_output.txt,a,1,b,0.707,,1.785,1.648,1.071,0.509,,1.13,1.857,1.376,1.543
xor2,198.1075,109.0326,198.1075,0.009641,1.909954,1.723,81.2,16.97,spice/generated/xor2_0035.cir,spice/outputs/xor2_0035_output.txt,b,0,a,1.3,,1.083,1.503,1.697,1.586,,1.847,1.232,0.909,1.228
xor2,258.8897,84.8274,258.8897,0.009896,2.561972,1.944,57.7,17.71,spice/generated/xor2_0036.cir,spice/outputs/xor2_0036_output.txt,a,1,b,1.163,,0.89,0.991,1.182,1.006,,0.626,1.143,1.8,0.773
xor2,183.1854,137.9815,183.1854,0.004152,0.760586,1.551,-26.5,4.79,spice/generated/xor2_0037.cir,spice/outputs/xor2_0037_output.txt,b,0,a,0.519,,1.672,1.478,1.631,1.924,,1.309,2.0,1.025,1.475
xor2,199.2195,116.5188,199.2195,0.003627,0.722569,1.543,38.1,4.11,spice/generated/xor2_0038.cir,spice/outputs/xor2_0038_output.txt,a,0,b,0.614,,1.409,1.946,1.578,1.667,,1.922,1.198,0.884,1.053
xor2,115.8742,97.3567,115.8742,0.006068,0.703125,1.747,113.3,6.73,spice/generated/xor2_0039.cir,spice/outputs/xor2_0039_output.txt,b,0,a,1.076,,1.388,1.746,0.864,1.546,,1.862,1.063,1.912,0.797
xor2,198.1614,131.2846,198.1614,0.007193,1.425375,1.608,30.7,14.44,spice/generated/xor2_0040.cir,spice/outputs/xor2_0040_output.txt,a,0,b,0.871,,0.658,1.941,1.453,1.743,,1.259,1.012,1.774,1.733
xor2,108.6586,77.7728,108.6586,0.006009,0.65293,1.84,119.3,2.65,spice/generated/xor2_0041.cir,spice/outputs/xor2_0041_output.txt,a,0,b,0.77,,1.597,0.903,1.778,1.746,,1.712,1.307,1.225,1.153
xor2,218.8194,112.2252,218.8194,0.009631,2.10745,1.85,54.0,17.72,spice/generated/xor2_0042.cir,spice/outputs/xor2_0042_output.txt,b,0,a,1.168,,1.032,0.888,0.919,1.394,,1.005,1.241,0.988,1.231
xor2,128.9925,91.7893,128.9925,0.003701,0.477401,1.451,78.8,6.82,spice/generated/xor2_0043.cir,spice/outputs/xor2_0043_output.txt,a,1,b,0.989,,1.689,0.64,0.832,1.538,,1.637,1.536,1.469,1.236
xor2,252.9923,114.1317,252.9923,0.008979,2.271618,1.732,16.7,19.07,spice/generated/xor2_0044.cir,spice/outputs/xor2_0044_output.txt,b,0,a,1.497,,0.846,1.582,0.973,1.614,,1.326,1.028,1.181,0.96
xor2,288.8787,145.0443,288.8787,0.004216,1.217913,1.53,39.9,11.15,spice/generated/xor2_0045.cir,spice/outputs/xor2_0045_output.txt,a,0,b,1.225,,0.791,0.841,0.769,0.521,,1.965,1.287,0.924,0.651
xor2,72.4485,72.4485,64.6262,0.006104,0.442226,1.985,51.3,1.98,spice/generated/xor2_0046.cir,spice/outputs/xor2_0046_output.txt,a,0,b,1.197,,1.361,1.204,1.161,0.777,,0.689,1.803,1.236,1.809
xor2,173.0654,59.4123,173.0654,0.007272,1.258532,1.893,26.1,12.52,spice/generated/xor2_0047.cir,spice/outputs/xor2_0047_output.txt,b,1,a,0.574,,0.956,1.991,0.678,1.647,,1.444,0.58,0.724,1.344
xor2,192.8679,139.6962,192.8679,0.00716,1.380934,1.67,33.0,13.55,spice/generated/xor2_0048.cir,spice/outputs/xor2_0048_output.txt,b,0,a,1.36,,1.61,1.921,0.812,0.817,,1.985,0.958,1.432,1.414
xor2,442.9053,76.0327,442.9053,0.005814,2.575051,1.504,-27.6,18.55,spice/generated/xor2_0049.cir,spice/outputs/xor2_0049_output.txt,b,1,a,0.503,,1.56,1.554,1.181,1.531,,1.176,1.391,0.937,0.847
xor2,355.7762,61.8008,355.7762,0.004119,1.465442,1.469,-2.9,9.91,spice/generated/xor2_0050.cir,spice/outputs/xor2_0050_output.txt,a,1,b,0.649,,1.393,1.736,1.882,1.159,,0.898,0.713,0.589,1.689
xor2,128.0854,77.0028,128.0854,0.00798,1.022121,1.966,42.6,11.93,spice/generated/xor2_0051.cir,spice/outputs/xor2_0051_output.txt,b,1,a,0.994,,0.876,0.637,1.943,1.754,,0.621,0.56,1.148,0.983
xor2,171.7297,119.9558,171.7297,0.006997,1.201593,1.746,85.9,8.76,spice/generated/xor2_0052.cir,spice/outputs/xor2_0052_output.txt,a,0,b,0.675,,1.154,1.721,1.954,1.205,,1.278,1.163,0.917,1.995
xor2,91.2702,53.5458,91.2702,0.006773,0.618173,1.915,14.4,8.68,spice/generated/xor2_0053.cir,spice/outputs/xor2_0053_output.txt,b,1,a,1.194,,1.182,0.972,0.985,1.955,,0.932,1.918,1.72,1.325
xor2,115.5911,96.3216,115.5911,0.004175,0.482593,1.648,-9.0,3.31,spice/generated/xor2_0054.cir,spice/outputs/xor2_0054_output.txt,b,0,a,0.862,,1.324,1.892,1.157,1.547,,1.635,1.438,1.64,0.805
xor2,319.0727,95.8542,319.0727,0.005973,1.905821,1.586,-37.7,14.4,spice/generated/xor2_0055.cir,spice/outputs/xor2_0055_output.txt,a,1,b,0.908,,1.472,0.731,1.899,0.938,,0.837,1.762,0.67,1.921
xor2,183.8076,104.1866,183.8076,0.013294,2.443538,1.988,0.2,18.75,spice/generated/xor2_0056.cir,spice/outputs/xor2_0056_output.txt,a,0,b,1.051,,1.796,0.914,1.685,1.122,,1.075,1.883,1.262,1.819
xor2,157.1339,115.4308,157.1339,0.004925,0.773884,1.57,9.3,7.11,spice/generated/xor2_0057.cir,spice/outputs/xor2_0057_output.txt,b,0,a,1.087,,1.018,1.328,1.315,1.183,,1.998,1.234,0.723,1.308
xor2,263.6359,81.0783,263.6359,0.006967,1.836751,1.743,-1.5,10.41,spice/generated/xor2_0058.cir,spice/outputs/xor2_0058_output.txt,b,0,a,1.276,,1.079,1.496,1.731,1.971,,0.565,1.617,1.558,1.717
xor2,140.9384,61.5915,140.9384,0.00585,0.82449,1.701,57.4,9.92,spice/generated/xor2_0059.cir,spice/outputs/xor2_0059_output.txt,a,1,b,1.37,,1.584,1.115,1.482,0.732,,1.811,1.16,1.289,1.185
xor2,137.9781,56.7216,137.9781,0.007169,0.989165,1.774,25.6,12.73,spice/generated/xor2_0060.cir,spice/outputs/xor2_0060_output.txt,b,1,a,0.58,,1.44,1.831,1.232,1.312,,0.993,1.512,1.3,1.931
xor2,132.065,33.456,132.065,0.007329,0.967904,1.998,83.2,6.57,spice/generated/xor2_0061.cir,spice/outputs/xor2_0061_output.txt,a,1,b,0.934,,1.541,1.855,0.569,1.694,,0.648,1.451,1.809,1.166
xor2,223.3485,84.2683,223.3485,0.00409,0.913495,1.487,47.6,9.76,spice/generated/xor2_0062.cir,spice/outputs/xor2_0062_output.txt,a,1,b,1.066,,1.43,0.861,1.869,0.715,,1.689,0.755,0.618,1.806
xor2,245.7424,99.8838,245.7424,0.003809,0.936033,1.553,-38.4,5.75,spice/generated/xor2_0063.cir,spice/outputs/xor2_0063_output.txt,a,0,b,1.305,,1.018,1.381,1.458,1.136,,1.852,1.516,0.737,1.163
xor2,156.4307,108.146,156.4307,0.010632,1.663171,2.0,100.8,17.44,spice/generated/xor2_0064.cir,spice/outputs/xor2_0064_output.txt,b,1,a,0.607,,0.533,1.745,1.094,0.512,,1.072,1.038,0.944,1.549
xor2,103.6049,63.7086,103.6049,0.006621,0.685968,1.9,109.0,3.6,spice/generated/xor2_0065.cir,spice/outputs/xor2_0065_output.txt,b,0,a,1.276,,0.876,1.633,1.651,1.521,,0.845,1.703,0.829,0.785
xor2,234.2486,118.2566,234.2486,0.006094,1.427511,1.585,32.7,11.09,spice/generated/xor2_0066.cir,spice/outputs/xor2_0066_output.txt,a,0,b,1.08,,0.763,0.698,1.309,1.957,,1.599,0.635,0.943,1.621
xor2,173.7454,115.4062,173.7454,0.006483,1.126391,1.554,96.1,14.76,spice/generated/xor2_0067.cir,spice/outputs/xor2_0067_output.txt,a,1,b,0.982,,1.944,0.711,1.95,1.79,,1.71,1.62,1.008,0.673
xor2,250.2658,140.8876,250.2658,0.004106,1.027591,1.454,25.1,9.96,spice/generated/xor2_0068.cir,spice/outputs/xor2_0068_output.txt,a,0,b,0.764,,1.072,1.458,1.057,1.512,,0.685,1.053,1.624,0.893
xor2,117.2219,73.3505,117.2219,0.006326,0.741546,1.789,64.8,11.21,spice/generated/xor2_0069.cir,spice/outputs/xor2_0069_output.txt,a,1,b,0.964,,0.556,1.994,0.674,0.852,,1.552,1.474,0.675,0.568
xor2,124.5777,99.6516,124.5777,0.006048,0.753446,1.623,116.6,6.32,spice/generated/xor2_0070.cir,spice/outputs/xor2_0070_output.txt,a,0,b,1.196,,1.482,1.751,1.423,1.909,,1.31,1.381,1.59,1.828
xor2,177.0942,176.2596,177.0942,0.008306,1.470944,1.666,116.8,17.11,spice/generated/xor2_0071.cir,spice/outputs/xor2_0071_output.txt,a,0,b,1.355,,1.038,1.097,0.785,0.683,,0.649,1.529,1.317,1.967
xor2,106.3583,52.7586,106.3583,0.004162,0.442663,1.798,65.9,5.1,spice/generated/xor2_0072.cir,spice/outputs/xor2_0072_output.txt,b,1,a,1.097,,1.347,0.603,1.648,0.811,,0.532,1.68,0.865,0.689
xor2,79.7961,61.9522,79.7961,0.006779,0.540938,1.865,90.1,7.81,spice/generated/xor2_0073.cir,spice/outputs/xor2_0073_output.txt,b,1,a,1.096,,1.698,0.665,1.8,0.698,,0.916,1.976,1.981,1.31
xor2,400.9587,88.0242,400.9587,0.003903,1.564942,1.409,3.8,12.69,spice/generated/xor2_0074.cir,spice/outputs/xor2_0074_output.txt,a,1,b,0.627,,1.043,1.39,1.178,0.832,,1.131,0.67,0.595,1.172
xor2,90.6733,29.3695,90.6733,0.00406,0.368134,1.786,-34.9,3.4,spice/generated/xor2_0075.cir,spice/outputs/xor2_0075_output.txt,a,1,b,1.499,,1.165,1.849,0.983,0.723,,1.771,1.139,0.662,1.569
xor2,83.3779,45.0064,83.3779,0.008491,0.707962,1.997,47.5,9.58,spice/generated/xor2_0076.cir,spice/outputs/xor2_0076_output.txt,b,1,a,0.954,,1.476,1.653,1.581,0.823,,1.408,0.649,1.553,1.779
xor2,73.8635,48.2356,73.8635,0.002465,0.182074,1.603,34.8,2.77,spice/generated/xor2_0077.cir,spice/outputs/xor2_0077_output.txt,b,1,a,0.916,,0.729,1.884,0.601,1.748,,0.643,1.14,1.498,1.061
xor2,224.3695,62.5082,224.3695,0.011052,2.479732,1.887,51.8,19.4,spice/generated/xor2_0078.cir,spice/outputs/xor2_0078_output.txt,a,1,b,1.086,,1.498,1.625,1.802,1.582,,1.342,0.994,0.683,1.03
xor2,222.4655,116.9413,222.4655,0.004131,0.919005,1.462,43.7,11.66,spice/generated/xor2_0079.cir,spice/outputs/xor2_0079_output.txt,b,1,a,0.655,,0.672,0.918,0.839,1.144,,1.223,1.771,1.025,1.334
xor2,143.3473,56.1018,143.3473,0.002371,0.339876,1.417,5.1,2.74,spice/generated/xor2_0080.cir,spice/outputs/xor2_0080_output.txt,b,1,a,1.262,,1.486,0.604,1.611,1.958,,1.882,1.027,0.772,0.715
xor2,95.0841,73.2222,95.0841,0.004179,0.397356,1.652,16.2,6.17,spice/generated/xor2_0081.cir,spice/outputs/xor2_0081_output.txt,a,1,b,0.87,,0.579,0.736,1.427,1.511,,1.582,1.665,1.351,0.627
xor2,266.3421,150.9462,266.3421,0.009283,2.472454,1.764,28.3,19.7,spice/generated/xor2_0082.cir,spice/outputs/xor2_0082_output.txt,b,0,a,0.716,,1.39,1.29,0.963,0.831,,1.269,1.018,0.666,1.517
xor2,276.5211,135.488,276.5211,0.005176,1.431273,1.523,116.0,11.62,spice/generated/xor2_0083.cir,spice/outputs/xor2_0083_output.txt,a,0,b,1.267,,1.146,0.694,1.299,0.845,,1.646,0.934,0.68,1.246
xor2,261.79,95.823,261.79,0.007471,1.955833,1.638,82.4,19.36,spice/generated/xor2_0084.cir,spice/outputs/xor2_0084_output.txt,b,1,a,0.936,,1.107,1.46,0.934,1.108,,1.19,0.617,0.97,1.144
xor2,104.1894,96.6617,104.1894,0.00596,0.620969,1.899,111.8,4.19,spice/generated/xor2_0085.cir,spice/outputs/xor2_0085_output.txt,b,0,a,0.588,,1.094,0.965,1.009,1.0,,1.767,0.865,1.383,1.286
xor2,66.6779,35.7253,66.6779,0.005735,0.382398,1.944,17.6,4.37,spice/generated/xor2_0086.cir,spice/outputs/xor2_0086_output.txt,a,1,b,1.227,,0.796,1.404,1.64,1.483,,1.728,1.723,0.854,0.72
xor2,109.0704,47.8648,109.0704,0.006935,0.756403,1.853,85.4,9.4,spice/generated/xor2_0087.cir,spice/outputs/xor2_0087_output.txt,a,1,b,0.949,,1.796,1.441,0.726,0.602,,1.886,1.347,1.453,1.437
xor2,140.4288,43.614,140.4288,0.004722,0.663105,1.755,18.1,8.31,spice/generated/xor2_0088.cir,spice/outputs/xor2_0088_output.txt,b,1,a,0.574,,1.467,1.966,0.635,1.391,,1.193,0.556,1.053,0.931
xor2,177.2206,125.4442,177.2206,0.01083,1.919299,1.945,54.3,13.28,spice/generated/xor2_0089.cir,spice/outputs/xor2_0089_output.txt,b,0,a,0.688,,1.716,1.756,1.974,0.626,,1.408,1.252,1.937,1.176
xor2,107.8816,99.533,107.8816,0.006763,0.729603,1.825,123.5,7.36,spice/generated/xor2_0090.cir,spice/outputs/xor2_0090_output.txt,a,0,b,1.024,,1.662,1.518,0.579,1.446,,1.415,1.046,1.877,1.081
xor2,247.4083,106.465,247.4083,0.00706,1.746703,1.735,23.8,13.47,spice/generated/xor2_0091.cir,spice/outputs/xor2_0091_output.txt,a,0,b,0.752,,0.622,1.495,1.875,0.965,,1.777,1.947,1.404,0.726
xor2,169.36,60.3485,169.36,0.007944,1.345396,1.757,114.8,13.27,spice/generated/xor2_0092.cir,spice/outputs/xor2_0092_output.txt,a,1,b,0.81,,1.743,1.608,1.528,1.29,,1.065,1.687,1.72,1.505
xor2,277.1408,118.4585,277.1408,0.00409,1.133506,1.411,11.0,11.26,spice/generated/xor2_0093.cir,spice/outputs/xor2_0093_output.txt,b,1,a,1.451,,0.732,0.944,1.682,1.262,,1.013,1.649,0.788,2.0
xor2,260.3107,50.7759,260.3107,0.009263,2.411258,1.926,62.0,14.67,spice/generated/xor2_0094.cir,spice/outputs/xor2_0094_output.txt,a,1,b,1.097,,1.854,1.582,0.566,1.046,,0.731,0.771,1.539,1.437
xor2,180.2617,81.7447,180.2617,0.009003,1.622896,1.851,89.3,15.62,spice/generated/xor2_0095.cir,spice/outputs/xor2_0095_output.txt,a,1,b,0.734,,0.791,1.517,1.356,1.161,,0.859,1.948,1.677,1.856
xor2,64.3648,57.7803,64.3648,0.007044,0.453386,1.98,94.8,6.42,spice/generated/xor2_0096.cir,spice/outputs/xor2_0096_output.txt,b,1,a,1.301,,1.332,0.654,1.769,1.777,,0.708,0.875,1.462,1.811
xor2,107.0258,56.2532,107.0258,0.005403,0.57826,1.67,44.7,8.34,spice/generated/xor2_0097.cir,spice/outputs/xor2_0097_output.txt,b,1,a,1.331,,1.896,1.122,1.095,1.061,,0.638,1.866,1.725,1.827
xor2,250.2699,143.0644,250.2699,0.005258,1.315919,1.535,12.6,9.91,spice/generated/xor2_0098.cir,spice/outputs/xor2_0098_output.txt,b,0,a,0.599,,1.876,1.209,1.747,1.638,,1.572,1.003,0.719,0.557
xor2,261.8129,198.7858,261.8129,0.004568,1.195961,1.411,-4.4,12.83,spice/generated/xor2_0099.cir,spice/outputs/xor2_0099_output.txt,b,0,a,0.65,,0.856,0.683,0.858,1.458,,1.91,1.413,1.135,1.664
xor2,165.5167,100.7294,165.5167,0.008669,1.434864,1.902,42.5,13.7,spice/generated/xor2_0100.cir,spice/outputs/xor2_0100_output.txt,a,0,b,1.036,,0.502,1.029,1.356,0.781,,1.448,1.363,1.578,0.937
xor2,101.6846,59.0888,101.6846,0.005871,0.59699,1.972,49.8,2.28,spice/generated/xor2_0101.cir,spice/outputs/xor2_0101_output.txt,b,0,a,1.286,,1.08,1.06,1.621,1.036,,1.261,0.531,1.81,0.565
xor2,175.7975,65.4312,175.7975,0.008863,1.558093,1.863,81.3,16.42,spice/generated/xor2_0102.cir,spice/outputs/xor2_0102_output.txt,b,1,a,0.833,,1.669,1.197,1.543,1.448,,0.567,1.319,1.72,0.763
xor2,212.2631,57.3568,212.2631,0.003017,0.640398,1.422,-6.7,6.44,spice/generated/xor2_0103.cir,spice/outputs/xor2_0103_output.txt,b,1,a,1.291,,1.723,1.21,0.555,1.47,,1.829,0.973,0.965,1.097
xor2,93.2856,67.4843,93.2856,0.003688,0.344037,1.564,91.9,6.07,spice/generated/xor2_0104.cir,spice/outputs/xor2_0104_output.txt,b,1,a,0.937,,0.78,1.538,1.051,1.696,,1.1,1.16,1.935,1.009
xor2,205.3153,75.5327,205.3153,0.003494,0.717372,1.447,59.4,7.68,spice/generated/xor2_0105.cir,spice/outputs/xor2_0105_output.txt,b,1,a,1.322,,0.96,1.404,1.139,1.535,,1.318,0.982,0.62,1.491
xor2,194.4521,157.8997,194.4521,0.00813,1.580896,1.769,31.8,17.12,spice/generated/xor2_0106.cir,spice/outputs/xor2_0106_output.txt,a,0,b,1.139,,1.27,1.625,0.74,0.547,,1.687,0.586,1.507,1.109
xor2,136.0967,56.2345,136.0967,0.002602,0.354124,1.476,-1.1,3.62,spice/generated/xor2_0107.cir,spice/outputs/xor2_0107_output.txt,a,1,b,1.145,,1.175,1.056,1.166,0.615,,1.043,1.924,0.549,0.73
xor2,206.2701,128.111,206.2701,0.006178,1.274337,1.589,6.0,12.63,spice/generated/xor2_0108.cir,spice/outputs/xor2_0108_output.txt,a,0,b,1.461,,0.677,1.662,1.556,0.822,,0.539,0.779,1.277,1.87
xor2,287.7999,177.6773,287.7999,0.004585,1.319563,1.474,100.7,11.3,spice/generated/xor2_0109.cir,spice/outputs/xor2_0109_output.txt,a,0,b,0.952,,1.768,0.979,1.021,0.597,,1.848,1.168,0.632,1.523
xor2,109.6727,109.6727,104.8951,0.006607,0.724608,1.827,113.0,8.01,spice/generated/xor2_0110.cir,spice/outputs/xor2_0110_output.txt,b,0,a,1.138,,0.708,1.686,0.539,1.331,,1.691,1.263,0.682,0.801
xor2,252.3176,154.6785,252.3176,0.003985,1.005486,1.439,25.7,10.83,spice/generated/xor2_0111.cir,spice/outputs/xor2_0111_output.txt,b,0,a,1.217,,0.688,0.976,0.611,1.199,,1.218,1.116,1.114,1.362
xor2,175.6882,94.1459,175.6882,0.008004,1.406208,1.861,-18.7,10.86,spice/generated/xor2_0112.cir,spice/outputs/xor2_0112_output.txt,a,0,b,1.003,,0.743,1.902,0.838,1.921,,1.802,1.747,1.277,0.956
xor2,238.9665,150.8154,238.9665,0.006133,1.465582,1.55,64.8,14.69,spice/generated/xor2_0113.cir,spice/outputs/xor2_0113_output.txt,a,0,b,1.051,,0.753,1.912,0.731,1.488,,0.688,0.954,1.3,1.254
xor2,103.0821,37.8016,103.0821,0.006003,0.618802,1.895,-35.3,6.5,spice/generated/xor2_0114.cir,spice/outputs/xor2_0114_output.txt,a,1,b,0.545,,1.125,1.458,1.247,1.441,,1.462,1.365,1.477,1.65
xor2,127.5038,69.0134,127.5038,0.004256,0.542656,1.547,93.2,7.07,spice/generated/xor2_0115.cir,spice/outputs/xor2_0115_output.txt,a,1,b,0.906,,1.197,1.01,0.716,1.792,,1.18,1.533,0.737,1.123
xor2,156.0045,74.2496,156.0045,0.002785,0.434473,1.478,21.1,5.72,spice/generated/xor2_0116.cir,spice/outputs/xor2_0116_output.txt,b,1,a,1.062,,0.645,0.935,1.076,1.423,,0.979,1.2,0.901,0.872
xor2,99.9326,96.401,99.9326,0.007582,0.757689,1.96,79.0,5.57,spice/generated/xor2_0117.cir,spice/outputs/xor2_0117_output.txt,a,0,b,0.69,,1.246,0.635,1.09,1.186,,0.739,1.994,1.2,1.819
xor2,209.752,122.0121,209.752,0.004444,0.932138,1.43,41.7,7.95,spice/generated/xor2_0118.cir,spice/outputs/xor2_0118_output.txt,a,0,b,1.382,,1.146,1.824,1.591,1.646,,1.481,1.206,1.305,1.771
xor2,239.1509,45.5844,239.1509,0.006085,1.455233,1.742,-7.9,8.48,spice/generated/xor2_0119.cir,spice/outputs/xor2_0119_output.txt,a,1,b,1.053,,1.984,1.521,0.678,1.963,,0.61,1.256,1.647,0.92
xor2,184.7741,80.721,184.7741,0.006335,1.170544,1.853,-7.2,7.23,spice/generated/xor2_0120.cir,spice/outputs/xor2_0120_output.txt,a,0,b,1.009,,1.211,1.185,1.409,1.273,,1.25,0.568,0.706,1.0
